157	167	505.8732
158	168	505.8732
204	210	883.5764
313	319	883.5764
352	364	609.7289
356	364	587.2299
357	365	980.8116
358	364	883.5764
535	547	2945.877
536	548	3403.051
537	547	1116.621
538	548	1737.612
540	548	980.8116
542	548	883.5764
724	736	555.1598
725	735	1323.054
951	963	971.2439
952	962	1202.592
953	963	1202.592
1074	1086	1530.013
1075	1087	1433.027
1076	1088	1845.276
1077	1087	2962.843
1078	1088	28780.5
1079	1087	2752.447
1080	1088	2752.447
1217	1229	825.6067
1218	1230	6033.477
1219	1231	817.0605
1220	1230	605.3303
1221	1231	1138.993
1222	1230	13713.99
1223	1231	980.8116
1224	1230	883.5764
1367	1379	1038.827
1368	1380	6033.477
1369	1381	997.9898
1370	1380	605.3303
1371	1381	1138.993
1372	1380	13713.99
1373	1381	980.8116
1374	1380	883.5764
1542	1554	752.603
1543	1555	599.6637
1544	1556	812.22
1546	1556	907.7149
1547	1555	904.32
1548	1556	783.823
1577	1585	3428.529
1683	1689	883.5764
1731	1741	505.8732
1906	1916	523.4919
1908	1916	783.823
1976	1988	1800.518
1985	1997	608.4057
1986	1998	675.5983
1987	1999	1649.588
1989	1999	1737.612
1990	1998	603.5805
1991	1999	980.8116
1992	1998	883.5764
1993	1999	883.5764
2106	2118	3468.566
2107	2119	3468.566
2108	2120	12351.13
2109	2121	12351.13
2110	2122	28483.42
2111	2123	3713.33
2112	2122	28780.5
2113	2121	3428.529
2114	2122	2752.447
2655	2667	608.4057
2656	2668	618.1825
2657	2669	564.0074
2659	2669	546.8554
2711	2719	650.9198
2771	2781	1202.592
3058	3070	1233.449
3060	3070	2001.188
3061	3071	2943.461
3062	3070	2752.447
3334	3346	6381.298
3335	3347	6261.244
3336	3348	9852.15
3337	3347	138924.1
3338	3346	13713.99
3339	3347	13713.99
3340	3352	2264.006
3341	3353	2264.006
3343	3353	605.3303
3347	3353	883.5764
3365	3377	1031.767
3366	3378	3262.453
3367	3379	3700.972
3368	3378	4545.701
3369	3381	1390.269
3666	3676	714.2819
3667	3675	13713.99
3668	3676	980.8116
3669	3675	883.5764
3705	3715	659.0352
3707	3715	980.8116
3709	3715	883.5764
3825	3831	883.5764
3861	3871	505.8732
4075	4083	603.5805
4077	4083	883.5764
4439	4449	505.8732
5061	5073	5769.756
5062	5074	6261.244
5063	5075	735.0619
5064	5074	13565.89
5065	5073	13713.99
5066	5074	13713.99
5067	5079	2057.902
5068	5074	883.5764
5477	5483	883.5764
5695	5707	1790.574
5697	5707	752.048
5699	5707	904.32
5701	5707	883.5764
6148	6160	971.2439
6150	6162	1301.77
6632	6640	2752.447
6739	6749	523.4919
6741	6749	783.823
7135	7147	981.5517
7308	7320	588.503
7309	7321	588.503
7310	7322	1800.518
7311	7323	875.0314
7490	7502	933.9717
7491	7503	1032.548
7547	7559	1515.735
7548	7560	5623.214
7549	7559	2180.071
7550	7560	8636.407
7551	7559	3428.529
7552	7560	13713.99
7553	7559	883.5764
7554	7560	883.5764
7672	7684	971.2439
7673	7685	707.4978
7674	7684	1202.592
7675	7685	865.283
7777	7789	5162.693
7778	7790	8636.407
7779	7791	6832.989
7780	7790	3333.338
7781	7791	752.603
7953	7965	1301.77
7954	7966	1204.439
7955	7967	1364.641
7956	7966	1228.72
7958	7966	603.5805
7960	7966	883.5764
8180	8192	1634.106
8181	8191	752.048
8182	8192	2432.596
8183	8191	904.32
8184	8192	3428.529
8185	8191	883.5764
8186	8192	883.5764
8197	8209	703.8738
8198	8210	959.6069
8199	8211	535.9929
8200	8212	1037.253
8475	8487	1390.269
8476	8488	1264.189
8477	8487	1323.054
8710	8722	1438.61
8712	8722	2180.071
8713	8723	731.8227
8714	8722	3428.529
8715	8723	980.8116
8716	8722	883.5764
9250	9262	710.0987
9252	9264	1065.974
9253	9265	988.2407
9254	9266	3403.051
9255	9267	7973.084
9256	9268	1301.77
9257	9269	1264.189
9258	9270	608.4057
9302	9314	922.1249
9304	9314	1116.621
9505	9517	1213.716
9509	9517	2752.447
9668	9676	603.5805
9670	9676	883.5764
9683	9693	535.9929
9685	9693	783.823
9812	9824	553.5674
9813	9823	1323.054
10385	10391	883.5764
10396	10408	1008.605
10402	10408	883.5764
10499	10511	2464.308
10501	10511	2943.461
10503	10511	2752.447
11000	11012	648.5536
11002	11012	974.177
11004	11012	908.3955
11272	11282	1116.621
11497	11509	735.0619
11631	11639	603.5805
11633	11639	883.5764
11649	11661	1457.77
11650	11662	655.6803
11651	11661	2432.596
11652	11662	907.7149
11653	11661	3428.529
11655	11661	883.5764
11754	11762	980.8116
11867	11879	1264.189
11868	11880	875.0314
11869	11881	875.0314
11870	11880	505.8732
11871	11881	505.8732
12051	12063	561.1757
12052	12064	3468.566
12054	12064	4545.701
12055	12065	505.8732
12056	12064	980.8116
12058	12064	883.5764
12109	12121	922.1249
12111	12121	1116.621
12240	12246	883.5764
12483	12491	980.8116
12884	12892	516.0707
12886	12892	883.5764
12957	12969	675.5983
12958	12970	1889.731
12959	12971	538.6863
12960	12970	2226.082
12961	12971	731.8227
12962	12970	3428.529
12963	12971	980.8116
12964	12970	883.5764
13305	13315	659.0352
13307	13315	980.8116
13308	13316	3428.529
13309	13315	883.5764
13412	13420	516.0707
13413	13423	546.8554
13414	13420	883.5764
13690	13696	883.5764
13830	13842	588.503
13831	13841	3993.322
13887	13893	883.5764
14128	14140	1138.993
14129	14141	4057.419
14130	14142	10272.33
14131	14143	29467.88
14132	14144	29467.88
14133	14145	4876.735
14134	14144	4545.701
14135	14145	1138.993
14136	14144	980.8116
14137	14145	980.8116
14138	14144	883.5764
14159	14167	603.5805
14161	14167	883.5764
14165	14177	546.4633
14166	14178	588.503
14167	14177	4545.701
14168	14178	505.8732
14169	14177	980.8116
14171	14177	883.5764
14328	14334	883.5764
15018	15026	783.823
15114	15124	512.4032
15116	15124	650.9198
15151	15163	641.9781
15152	15164	746.5225
